هودي اللي عرفنا فيهن ههههه وماذا عن غير قطاعات ؟ الله يستر ماذا سيحمل المستقبل من فضائح أخرى ؟ ,normal
معالي الوزير شكرا ,normal
قاتل القتيل وماشي بجنازتو وعم توجه تمني لتاج راسك استحي من دم رفيقك الي انت وشيطانك الاكبر تأمرتو على قتلو ,normal
معالي الوزير كان ناطر شنطة يبعتلو ياها على الجاهلية ما ظبتت معك نطور الرة الجاية ,normal
البلد والشركات عم أفلس صحيح لانه في البلد أمثالك ورؤسائك ومن معك   ,normal
هاد كان في متلو كتير بحلب بشارع التلل,normal
هل يجوز ان تتاجر وتحتمي بدماء مرافقك ,normal
جبران باسيل بدو يعمل متل كميل شمعون وبشير الجميل,normal
و جبران باسيل ما استنكر ، اي معن حق في خيانة,normal
دعوة الشيخ على القمه عملتلو لجنبلاط هزه براسو وهلق بدو ياخد ثئارو بالحكومه بدو يعقدها حتى ينتقم هيدا اول درس له ,normal
كيف كل زمن وإله أتباعه الزقيفة بإيام الإحتلال السوري للبنان، كان أشهرهم ناصر قنديل زال الوجود العسكري وتبخ… ,normal
يا محلا عذاب الغرب من عذاب ايران وما تفعله من عذاب وتنكيل وتجويع وانحطاط اخلاقي لاهل العراق الابي ,normal
لو منو رجل فاسد ما بضل يكشف عن فساده ,normal
المذهب أسدي كلب,abusive
و في رواية أدق ما أزنخ من خلف إلا أبو خلف,normal
جبران بن جرجي باسيل,normal
معك خبر انو بلدة قطر متل ما سميتا مساحتها اكبر من لبنان، لك عيب بقا ارحموا اللبنانية و احترموا حالكم ,normal
والله ماحدا مريض نفسي غيرك الله يشفيك ,normal
جبران باسيل زوج ابنه الرئيس منبوذ من اغلب الاحزاب اللبنانيه فهو مع الرئيس ينفذون اجنده دمشق وايران,normal
سآل زعيمك شو عمل كرمالو مش تسأل جبران باسيل العماااااا بعد في مشاكل بيتكن ما تهمتو فيا,normal
شعب معوّد يحضر ال بدّو يفهم شو حكي جبران باسيل عل ؟؟ مازال أخدتن ساعة حتى ترجموا شو قال وعملوا ردّة فعل وترجموا…,normal
صفقات البلديات ما فهمت والله شو بتقصد، بتقصد صفقة مارسيلينو الحرك مع جبران باسيل ببل…,normal
دفع الاموال مقابل ان لا يتطرق لبنان لسوريا ولكن عون تطرق لها في كلمته فخرج امير قطر بعدها مباشرة     ,normal
لو في دولة كنت انت بالحبس من زمان و نحنا مرتاحين من تغريداتك ,normal
لو فرنجية قادر يعمل رئيس كان عمل أيام الوصاية السورية، لما كان اسمو مطروح بدل التمديد لإميل لحود,normal
أما وزير الخارجية جبران باسيل فكان له جهد حثيث وكبير في التوصل الى صيغة عربية مشتركة تدعو المجتمع الدولي الى تحمل مسؤولياته,normal
بدل ما نجيب لكل وزارة وزير حسب إختصاصه منجيبهن حسب طوايفن وأحزابن هَبَل يهبلنا,normal
هل كلام معالي وزير الخارجيه جبران باسيل في ما يخص موضوع الامام موسى الصدر واثارته في القمه هو دفعه مسبقه لدولة الرئيس ,normal
وقت الي بيثبت القضاء استقلاليته أول انسان متضرر هو المغرد وءام وهاب و أخصامه كما حلفا ,normal
دخلك ليش ما بتسمي حاجي نازل ألغاز، مين الابطال ، شو الخدمات، يا زلمي بق البحصة ولا كل شي بدك تقبض حقو؟ ,normal
ولك يا عمّي خلّولنا شي واحد يوقف كرامة فخامة هلرئيس آخر أيامه حاجتنا بهدلي ,normal
صار من شروطها يدخلوا اخوة سوا,normal
بيستاهل اكتر من هيك ,normal
الحمرنة وراثة او مجهود فردي,normal
فعلاً فعلاً رحم الله وسام الحسن فعلاً كان يميز بين الرجال وأنصاف الرجال إلا انتا ما كان يلاقيلك وصف,normal
ديما اكتر شخص مستفز عا تي في هوا الحريه,normal
حتى بالاقتصاد حمار ,abusive
إحتل فخامة رئيس الجمهورية الجنرال ميشال عون مكانةً قياد…,normal
خليهم القوى الأمنيه كذالك الأمر يفتشو على الرخص الأرتوازيهلا لي عنده حفاره عارف يسترزق ولا متوسط المال عارف يدفع حق بئر مياه ,normal
خلص حبيبي ولا يهمك منفرك بالموضوع ,normal
لعلها الطريق لدولة المواطنة ,normal
لطالما في مين يسوق دول الخليج فاالرحمة على الأمة العربية ,normal
خط الأحمر الوحيد هو القانون يا عمر وكلنا تحته ,normal
جبران باسيل ما يبقيني مستيقظا هو حالة الصمت على الخروقات الإسرائيلية اليومية لاستقلالنا وسيادتنا، لدينا نحو خرقا جويا و…,normal
وئام وهاب دون كيشوت لبنان الا انه معدل حيث ان دون كيشوت الحقيقي كان رجل نبيل يتخيل ما لا وجود له,normal
نريد فقط رجال لديهم من الوطنية وحس المسؤولية لاستبدال طبقة فشلت عند كل استحقاق,normal
كلام صحيح الله يخليلنا ياك ويخلي أمثالك صاحب كلمة الحق ,normal
سوريا لا تعطي شكات بل تعطي الكرامة و عزت النفس و العروبة ,normal
طبعا الرفيقة أسماء من عضام الرقبة و الرد من باب المونة فقط لا غيراي نعم,normal
منوره يا ست الستات ،، هيدا جمال هيدا حضور  طلتك طله ملكات ,normal
رغم الظروف الي عاشها لبنان بالمرحلة السابقة من حرب للإغتيالات وغيره ، ما شفت متل الحالة الي ن… ,normal
ورح يعملولك اكتئاب وتوحد سعد الحريري تاج راسك وتيار المستقبل خلاص لبنان وبيروت التانية شاهدة ع انتصارات رجال الدولة,normal
ما بيستقو الا على لضعاف ,normal
لو فعلا في دولة حضرتك كنت بالحبس هلق بس للاسف ,normal
معاليك هيدي ب شباط سنة بعد سنين من حادثة منتظر الزيدي مع جورج بوش ,normal
عثمان طرف تابع لسعد وليس رجل امن مستقل ينفذ ما يطلب منه معلمه ,normal
لو يا استاذنا الكريم لو كل مين بيحب دمشق اكتر من اهل دمشق بيتخلى عن جنسيتو وبيطلب الجنسية الدمشقية كان البلد بالف خير ,normal
عنجد يا وهاب اوقات بتحط اشيا لابصتك لبص كل انسان بيعرف حاله منيح    ,normal
بشار  حتى الثورة ما بقى تنفع لان ما في توازن قوى ,normal
أعلن المكتب الإعلامي لوزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل في بيان، أنه تقدم بواسطة وكيله ا…,normal
خليك ع لكل كلمة بيحكيا الزعيم الكبير الكبير وليد بيك جنبلاط قالها منذ يومين صبرنا طويل جدا ,normal
استاذ وئام انت رجل كبير ولك تقديرك ما نحب ان نجرحك بكلمة بس سيدي لي سؤال ايش حشرك في دول أخرى ,normal
نحنا مع إنو القاتل يأخذ عقابه إلى أي جهة وحزب وتيار ومذهب ومرجعية إنتمى وهذا بالنسبة للمرحوم محمد أبو دياب,normal
كلما شوف سكارليت بمقابلة بحسها بدا الصرفة تخلّص لأن تاركة الطبخة عالنار,normal
لو مواطن عادي بنى خيمة قرميد ليستر عائلته لتحركة كل اجهزة الدولة وعندما تنهب مافيا السلطة الاملاك العامة لا تحركوا ساكن ,normal
جبران باسيل ل سيإنإن أمن إسرائيل هو حق,normal
لو بتخرس ولا احلالك انقلع شقفة مجنس لاجئ عندنا,hate
عوى شي جديد,normal
الرئيس السابق لمجلس النواب حسين الحسيني يقول الوزير جبران باسيل لم يقرأ الطائف,normal
عزيزي جبران باسيل بدك تعرف كتييير منيح انو مش شغلتنا نحفظ امن اسرائيل يلي ما منعترف ولن نعترف ب وجودها ابدا,normal
وطن التعايش و الحرية ، وطن الصدق و المحبة هذا كل ما نحن بحاجة إليه لنحصل على هذا الوطن علينا ان نعد شعب واعي… ,normal
عم تحلم،،، ,normal
عجبَكْ هيك استاذ وئام فهمنا انّه الولد العاطل بيجيب لأهله المسبّة بس كتير هيك قلّلوا تهذيب معك يلّلا… ,normal
ما بحبك بس حلوي♥,normal
عيش كتير بتشوف كتير كلنا معك ,normal
عنوان غلط اولا هو ولا مرة حكي عن الثلث,normal
لا يمكن ان يكون هناك ضابط اكبر من الدولة ,normal
معالي الوزير علاء الخواجى مثله كمثل رفيق الحريري عندما كان في السعودية يدير اتفاق الطائف حتى يستفرد به… ,normal
نصرالله كلام وزير الخارجية جبران باسيل عن ضرورة حل مسألة اخفاء الإمام الصدر كان مهماً,normal
أيا تخبيص يا سحر؟,normal
خدوه وبيطلعلكن معو أمير المقعد الشاغر طلال ببلاش ,normal
طول بالك علينا يا حلو ما هني عم يبينو واحد ورا التاني خدلك سنكرز عبكرا بلكي بتروق ,normal
هلأ صرت عروبي ما كل عمرك تابع لإيران و تعليمات الحزب ,normal
وديعة بفواءد عالية لمص ما تبقى من دماء الشعب خليل الكافر في رواية النبي جبران هدم عرش الطغاة… ,normal
يوم ولد ماكرون كان ميشيل عون عقيد ركن و بوتفليقة وزير خارجية و السلطان قابوس كان السلطان قابوس,normal
آلوزير جبران باسيل وزير لبناني فقط لا غير,normal
ونحنا الزينات منحن عبعضنا    ,normal
طول عمري فهمان يا بضاعة,normal
هذهي ثورات شعوب خرجت للمطالبة بلحرية لا تنسبها لهذا الشخص او لتلك الدولة ,normal
وهاب لا يحارب الفساد وهاب يحارب الاشخاص الشرفاء وهو مدفوع لذلك همه الوحيد الهجوم عالرئيس سعد,normal
طيب خلينا بالنص ايران كاميرون,normal
ما شاء الله تحليلك شوربا مثل كل التغريدات؛ ممكن تنورنا يا أستاذ وئام شو هني الخدمات الي ممكن حدن ثاني,normal
وهاب يشكر الرئيس عون ,normal
الفرق بينا وبينكم ياعرب انو نحنا مشرقيون و كلدان و اشور و روميون و سريان نحن ابناء الفينيقيين اسلام ومسيحين نحن اهل المشرق وسكانه الاصليين,normal
سليم عون لا يستطيعون التصويب على ​الرئيس ميشال عون​ فيصوبون على رئيس التيار ​ جبران باسيل​ او علينا، لسنا مكسر عصا لأح…,normal
هيدا اسوأ عهد مرق بتاريخ لبنان,normal
كل الأوطان لها الحق بالأمان أوليس كل الأوطان فيها أطفال و نساء و بشر لا للغة الحرب لا للغة الموت لا للغة الدم لغة الحرب ,normal
جبران باسيل هدد إسرائيل بأمنها وقال إذا كانت إسرائيل تريد حقاً أن تضمن أمنها وهذا من حقها، اذاً عليها…,normal
بتوقع بعد شكر السيد حسن للوزير جبران باسيل لازم نخفف اتهامات بلاطعمة,normal
معك وهاب في محاربة الفساد وللآخر ,normal
سؤال لشيخك وشخ خلدة الغريب ايران بلد عربي ام اميركي ؟   اذا عرف الجواب منعينه     ,normal
وطن التعايش و الحرية ، وطن الصدق و المحبة هذا كل ما نحن بحاجة إليه لنحصل على هذا الوطن علينا ان نعد… ,normal
العيشة بتلبقلك يا ست ديما,normal
زوجة السيسي متأثرة بمقولة انا أنثى والانثى لا تنحني,normal
راح خبرك شو شايفة ب جبران باسيل,normal
نور العين مش بحاجة ليعرف مكانو وما ماكينات اعلامية تخاض من اجل الشرخ بين المردة وحزب الله,normal
سعدنا بلقائكم أيها الأحبة شكراً لكم جميعاً جداً للغاية قلوب متعملقة حمراء و خضراء و بنفتحية,normal
وانا واحد من الاشخاص اللي صاروا يحبو جبران باسيل من ورا الهجوم عليه,normal
اكثر ثلاث كلمات متداولة من الاكثر للاقل باسيل جبران الوزير     ,normal
كلُ سَيأتيك بوقته المحدد لذا  عليك ان تتقن الصبر ,normal
علي النعيمي انت بهذا الكلام تقر وتعترف انك من داعمي الاٍرهاب الإيراني في المنطقة ,normal
حلل وناقش الجملة التالية شعب معوّد يحضر ال بدّو يفهم شو حكي جبران باسيل,normal
قل لي بربك وبصدق وبكل تجرد أستاذ وهاب من من دول المنطقة فيه شفقة أو رحمة أو دفء أو عطف أو تسامح,normal
يكفي جبران باسيل شرفاً انك تهاجمه يا قطيش,normal
الوزير جبران باسيل للمرّة الثانية على التوالي يقرّ بحق اسرائيل بالوجود والأمان,normal
بتاريخ لبنان كله ما في سياسي تعرض ل إعلامي سياسي ممنهج متل جبران باسيل وقبله ميشال عون,normal
وزير الخارجية اللبناني جبران باسيل شكر أمير قطر وقال إن وصوله إلى بيروت مبادرة لكسر الحصار عن القمة العربية الاقتصادية,normal
الناس آراء وأذواق قاعدين على الشط عم نطلب كوكتيلات لحتى تقوليلي أذواق صار قتل نص مليون وشلّ وإعتقال قدهن وتهجير مليون بني آدم أذواق,normal
ماهذة الصفاقه والنتانه ياأنسة,abusive
متل ما فهمت إنو جبران باسيل فجأة صار مستقتل بدّو وزارة البيئة,normal
بس لأن إسمو جبران باسيل عامل فيكن الما بينعمل يا فاسدين,normal
جبران باسيل يغرد خارج السرب التطبيع مع الكيان الغاصب خيانة عظمى,normal
يا خليك بحالك احلا ما تسير هلق ,normal
لو كل كلب عوى ألقمته حجرًا لأصبح الصخر مثقالاً بدينار ,abusive
عم يقطع ويشلح حكي من دبي وهو للاسف مطلوب للمحكمة وقدر يسافر هاجم أمير قطر وآتَاه المدي… ,normal
صرت منبهك الف مرة ما تقل بالعشا ويطلعلك اللواء عثمان يكوبسك بلش باللبنه والله رح تنفعك تعود عليها من هل… ,normal
ما بعرف ليش بتذكرني بنشتكين ,normal
ما انت والرئيس من فرد خميرة، واللي جاب الرئيس، وقفك على اجريك ، وماشيين سوا بمخطط التفرقة ,normal
كان بدبي عم يشم الهوا  ضهر تحت غطاء حزبي   ,normal
وأطفال سوريا عم يلعبو بدريم بارك,normal
شو موعيك ؟ عم تصلي الفجر ؟ ,normal
تاريخنا مشرف تاريخنا معروف منا بحاجة لحدا يخبرنا عن تاريخنا ,normal
رئيس موريتانيا ووزير الخارجية جبران باسيل وصلا الى مكان إقامة القمة العربية في واجهة بيروت البحرية ليبانون ديبايت,normal
جبران باسيل لا تلوموه وتنتقدوه وحده الذي لا يعمل لا يرتكب الهفوات ومن يبقى بلا حركة لن يكتسب بالطبع لا خبرة,normal
رزق الهبل عالمجانين آه يا هبيلة ,abusive
الإعلام المأجور لم و لن ينال من سمعة العماد ميشال عون والوزير جبران باسيل,normal
قصدك قصر المتاجرين الجدد ,normal
